date,sales,dayofweek,day,lag_1,lag_3,lag_7,lag_35,lag_21,lag_14,lag_28,lag_30,lag_60,rolling_7,rolling_7_std,rolling_14_mean,rolling_28_mean,rolling_30,rolling_60,rolling_90,rolling_30_std,ewm_7,ewm_14,dow_sin,dow_cos,forecast,std_dev,safety_stock,reorder_point,EOQ
2012-09-23,5083,6,23,4910.0,2978.0,4990.0,5561.0,5170.0,5473.0,4978.0,3531.0,3031.0,3706.5714285714284,924.9336655751544,3751.9285714285716,3853.785714285714,3924.0,3946.766666666667,3954.3333333333335,902.207331474042,4150.501257478471,3970.4323057729216,-0.7818314824680299,-0.7818314824680299,,902.2073314740423,3938.57677966423,,11995.0548143808
2012-09-24,2996,0,24,5083.0,3749.0,3187.0,3627.0,4955.0,3566.0,3271.0,4836.0,3425.0,3679.285714285714,945.4063878011635,3711.214285714286,3843.964285714286,3862.6666666666665,3939.616666666667,3953.866666666667,900.6118737427524,3861.8759431088533,3840.5079983365317,0.0,0.0,,900.6118737427529,3931.6118254301227,,11995.0548143808
2012-09-25,2829,1,25,2996.0,4910.0,3167.0,3399.0,3737.0,3128.0,2972.0,4978.0,3573.0,3631.0,983.7841904266097,3689.8571428571427,3838.8571428571427,3791.0333333333333,3927.2166666666667,3950.366666666667,894.2827788265532,3603.65695733164,3705.6402652249944,0.7818314824680298,0.7818314824680298,,894.2827788265537,3903.982226995686,,11995.0548143808
2012-09-26,2722,2,26,2829.0,5083.0,2872.0,3093.0,3236.0,2922.0,2708.0,3271.0,3777.0,3609.5714285714284,1004.4877396203628,3675.5714285714284,3839.3571428571427,3772.733333333333,3909.633333333333,3942.311111111111,910.7567877522389,3383.2427179987303,3574.4882298616617,0.9749279121818236,0.9749279121818236,,910.7567877522392,3975.899342673162,,11995.0548143808
2012-09-27,2570,3,27,2722.0,2996.0,2978.0,3056.0,3107.0,3239.0,3042.0,2972.0,3954.0,3551.285714285714,1057.671926809969,3627.785714285714,3822.5,3759.3333333333335,3886.5666666666666,3925.0444444444443,925.7777097209065,3179.932038499048,3440.5564658801068,0.43388373911755823,0.43388373911755823,,925.777709720907,4041.4730222599646,,11995.0548143808
2012-09-28,3649,4,28,2570.0,2829.0,3749.0,3531.0,3890.0,3928.0,3935.0,2708.0,3246.0,3537.0,1055.2288851239846,3607.8571428571427,3812.285714285714,3790.7,3893.2833333333333,3908.133333333333,904.6283729263874,3297.199028874286,3468.3489370960924,-0.433883739117558,-0.433883739117558,,904.6283729263879,3949.14581109876,,11995.0548143808
2012-09-29,4551,5,29,3649.0,2722.0,4910.0,4836.0,4630.0,4808.0,5253.0,3042.0,3276.0,3485.714285714286,983.6753723130645,3589.5,3787.214285714286,3841.0,3914.5333333333333,3899.1111111111113,903.5146698425457,3610.6492716557145,3612.702412149947,-0.9749279121818236,-0.9749279121818236,,903.5146698425461,3944.2839517983116,,11995.0548143808
2012-09-30,4855,6,30,4551.0,2570.0,5083.0,4978.0,5473.0,4990.0,5170.0,3935.0,3646.0,3453.1428571428573,923.9317125869303,3579.8571428571427,3775.964285714286,3871.6666666666665,3934.6833333333334,3908.511111111111,922.2343681977222,3921.736953741786,3778.3420905299545,-0.7818314824680299,-0.7818314824680299,,922.2343681977227,4026.004601467116,,11995.0548143808
2012-10-01,3792,0,1,4855.0,3649.0,2996.0,3271.0,3566.0,3187.0,4955.0,5253.0,4113.0,3566.8571428571427,907.1224519639837,3623.0714285714284,3734.4285714285716,3822.9666666666667,3929.3333333333335,3901.0444444444443,884.5822112758892,3889.3027153063395,3780.1631451259605,0.0,0.0,,884.5822112758897,3861.63449962554,,11995.0548143808
2012-10-02,3633,1,2,3792.0,4551.0,2829.0,2972.0,3128.0,3167.0,3737.0,5170.0,4284.0,3681.714285714286,847.036345990287,3656.3571428571427,3730.714285714286,3771.733333333333,3918.483333333333,3903.6444444444446,847.6118147511526,3825.2270364797546,3760.5413924424993,0.7818314824680298,0.7818314824680298,,847.611814751153,3700.2406157503046,,11995.0548143808
2012-10-03,3453,2,3,3633.0,4855.0,2722.0,2708.0,2922.0,2872.0,3236.0,4955.0,4917.0,3786.1428571428573,748.3030644000336,3697.8571428571427,3738.464285714286,3721.6666666666665,3894.0833333333335,3905.3888888888887,819.1921728702913,3732.170277359816,3719.535873450166,0.9749279121818236,0.9749279121818236,,819.1921728702918,3576.1749628859516,,11995.0548143808
2012-10-04,3154,3,4,3453.0,3792.0,2570.0,3042.0,3239.0,2978.0,3107.0,3737.0,5250.0,3869.5714285714284,609.8666130509928,3710.4285714285716,3740.1428571428573,3702.233333333333,3859.15,3893.222222222222,825.7051190819615,3587.627708019862,3644.131090323477,0.43388373911755823,0.43388373911755823,,825.7051190819619,3604.6071622503437,,11995.0548143808
2012-10-05,3509,4,5,3154.0,3633.0,3649.0,3935.0,3928.0,3749.0,3890.0,3236.0,4164.0,3849.5714285714284,620.508355340702,3693.285714285714,3726.535714285714,3711.3333333333335,3848.233333333333,3881.288888888889,821.8851473303883,3567.9707810148966,3626.11361161368,-0.433883739117558,-0.433883739117558,,821.8851473303888,3587.9311150549192,,11995.0548143808
2012-10-06,4885,5,6,3509.0,3453.0,4551.0,5253.0,4808.0,4910.0,4630.0,3107.0,3711.0,3897.285714285714,692.1412944107401,3691.5,3735.6428571428573,3770.6,3867.8,3877.722222222222,840.694688112566,3897.2280857611727,3793.9651300651894,-0.9749279121818236,-0.9749279121818236,,840.6946881125665,3670.043970910119,,11995.0548143808
2012-10-07,5336,6,7,4885.0,3154.0,4855.0,5170.0,4990.0,5083.0,5473.0,3890.0,3764.0,3966.0,815.8827530145917,3709.5714285714284,3730.75,3818.8,3894.0,3892.177777777778,887.9030468973795,4256.92106432088,3999.5697793898307,-0.7818314824680299,-0.7818314824680299,,887.9030468973799,3876.1315732045296,,11995.0548143808
2012-10-08,3907,0,8,5336.0,3509.0,3792.0,4955.0,3187.0,2996.0,3566.0,4630.0,3583.0,3982.4285714285716,812.9476935086012,3774.6428571428573,3742.9285714285716,3794.7,3899.4,3894.2444444444445,874.8417058787393,4169.44079824066,3987.227142137853,0.0,0.0,,874.8417058787397,3819.112423999387,,11995.0548143808
2012-10-09,3347,1,9,3907.0,4885.0,3633.0,3737.0,3167.0,2829.0,3128.0,5473.0,4338.0,3941.5714285714284,840.1674152895292,3811.6428571428573,3750.75,3723.8333333333335,3882.883333333333,3892.3444444444444,818.4968174830494,3963.830598680495,3901.8635231861394,0.7818314824680298,0.7818314824680298,,818.4968174830499,3573.139396130657,,11995.0548143808
2012-10-10,2997,2,10,3347.0,5336.0,3453.0,3236.0,2872.0,2722.0,2922.0,3566.0,5203.0,3876.4285714285716,899.9162659460541,3831.285714285714,3753.4285714285716,3704.866666666667,3846.116666666667,3885.088888888889,828.8079821432484,3722.122949010371,3781.2150534279876,0.9749279121818236,0.9749279121818236,,828.8079821432489,3618.1526788708925,,11995.0548143808
2012-10-11,2948,3,11,2997.0,3907.0,3154.0,3107.0,2978.0,2570.0,3239.0,3128.0,5014.0,3847.0,930.3323778807966,3858.285714285714,3743.035714285714,3698.866666666667,3811.6833333333334,3871.6111111111113,833.7648197859148,3528.5922117577784,3670.119712970923,0.43388373911755823,0.43388373911755823,,833.7648197859153,3639.791702362394,,11995.0548143808
2012-10-12,3628,4,12,2948.0,3347.0,3509.0,3890.0,3749.0,3649.0,3928.0,2922.0,3631.0,3864.0,924.1937026403089,3856.785714285714,3732.3214285714284,3722.4,3811.633333333333,3859.6444444444446,820.9463672683069,3553.444158818334,3664.5037512414665,-0.433883739117558,-0.433883739117558,,820.9463672683073,3583.832880397831,,11995.0548143808
2012-10-13,4092,5,13,3628.0,2997.0,4885.0,4630.0,4910.0,4551.0,4808.0,3239.0,3588.0,3750.714285714286,821.0269411506806,3824.0,3706.75,3750.8333333333335,3820.0333333333333,3852.7,818.3943524316068,3688.083119113751,3721.5032510759374,-0.9749279121818236,-0.9749279121818236,,818.3943524316073,3572.69208600774,,11995.0548143808
2012-10-14,4652,6,14,4092.0,2948.0,5336.0,5473.0,5083.0,4855.0,4990.0,3928.0,3271.0,3653.0,616.0167746633795,3809.5,3694.6785714285716,3774.9666666666667,3843.05,3866.211111111111,834.3188625266787,3929.062339335313,3845.5694842658127,-0.7818314824680299,-0.7818314824680299,,834.3188625266791,3642.2103702202007,,11995.0548143808
2012-10-15,3260,0,15,4652.0,3628.0,3907.0,3566.0,2996.0,3792.0,3187.0,4808.0,3687.0,3560.5714285714284,620.079526389661,3771.5,3697.285714285714,3723.366666666667,3835.9333333333334,3865.1,815.8918743158972,3761.796754501485,3767.493553030371,0.0,0.0,,815.8918743158977,3561.7675436610834,,11995.0548143808
2012-10-16,2767,1,16,3260.0,4092.0,3347.0,3128.0,2829.0,3633.0,3167.0,4990.0,4085.0,3477.714285714286,688.3649018473025,3709.6428571428573,3683.0,3649.266666666667,3813.9666666666667,3861.0555555555557,797.6314045166852,3513.0975658761135,3634.0944126263216,0.7818314824680298,0.7818314824680298,,797.6314045166857,3482.051651506415,,11995.0548143808
2012-10-17,2862,2,17,2767.0,4652.0,2997.0,2922.0,2722.0,3453.0,2872.0,3187.0,5319.0,3458.4285714285716,705.749213517777,3667.4285714285716,3682.6428571428573,3638.4333333333334,3773.016666666667,3855.7,806.286450481391,3350.3231744070854,3531.1484909428123,0.9749279121818236,0.9749279121818236,,806.2864504813915,3519.835165200348,,11995.0548143808
2012-10-18,2699,3,18,2862.0,3260.0,2948.0,3239.0,2570.0,3154.0,2978.0,3167.0,5561.0,3422.8571428571427,741.1510031861378,3634.9285714285716,3672.6785714285716,3622.8333333333335,3725.3166666666666,3837.4777777777776,820.1308172915221,3187.492380805314,3420.195358817104,0.43388373911755823,0.43388373911755823,,820.1308172915226,3580.2726054043083,,11995.0548143808
2012-10-19,3253,4,19,2699.0,2767.0,3628.0,3928.0,3649.0,3509.0,3749.0,2872.0,3627.0,3369.285714285714,737.3948996943548,3616.6428571428573,3654.964285714286,3635.5333333333333,3719.0833333333335,3820.5333333333333,811.0021358589703,3203.8692856039856,3397.9026443081566,-0.433883739117558,-0.433883739117558,,811.0021358589707,3540.421440971341,,11995.0548143808
2012-10-20,4127,5,20,3253.0,2862.0,4092.0,4808.0,4551.0,4885.0,4910.0,2978.0,3399.0,3374.285714285714,743.2078476186283,3562.5,3627.0,3673.8333333333335,3731.2166666666667,3809.9,805.9946129422636,3434.6519642029893,3495.1156250670692,-0.9749279121818236,-0.9749279121818236,,805.9946129422641,3518.5611514399375,,11995.0548143808
2012-10-21,4436,6,21,4127.0,2699.0,4652.0,4990.0,4855.0,5336.0,5083.0,3749.0,3093.0,3343.4285714285716,683.3941900891673,3498.214285714286,3603.8928571428573,3696.733333333333,3753.6,3820.811111111111,817.8758835664097,3684.988973152242,3620.5668750581267,-0.7818314824680299,-0.7818314824680299,,817.8758835664102,3570.428715536001,,11995.0548143808
2012-10-22,2899,0,22,4436.0,3253.0,3260.0,3187.0,3792.0,3907.0,2996.0,4910.0,3056.0,3291.8571428571427,704.0483952521682,3426.214285714286,3600.4285714285716,3629.7,3750.983333333333,3818.277777777778,797.1558559156955,3488.4917298641817,3524.3579583837095,0.0,0.0,,797.1558559156961,3479.9756490044183,,11995.0548143808
2012-10-23,2761,1,23,2899.0,4127.0,2767.0,3167.0,3633.0,3347.0,2829.0,5083.0,3531.0,3291.0,704.797133932886,3384.3571428571427,3598.0,3552.3,3738.15,3815.277777777778,763.1853008596745,3306.6187973981364,3422.576897265881,0.7818314824680298,0.7818314824680298,,763.185300859675,3331.67754205227,,11995.0548143808
2012-10-24,2433,2,24,2761.0,4436.0,2862.0,2872.0,3453.0,2997.0,2722.0,2996.0,4836.0,3229.714285714286,764.4459244633217,3344.0714285714284,3587.6785714285716,3533.5333333333333,3698.1,3804.2555555555555,783.9752693730218,3088.2140980486024,3290.6333109637635,0.9749279121818236,0.9749279121818236,,783.9752693730222,3422.435934696717,,11995.0548143808
2012-10-25,2665,3,25,2433.0,2899.0,2699.0,2978.0,3154.0,2948.0,2570.0,2829.0,4978.0,3224.8571428571427,768.4773751975313,3323.8571428571427,3591.0714285714284,3528.0666666666666,3659.55,3794.1666666666665,789.6089356538236,2982.4105735364515,3207.215536168595,0.43388373911755823,0.43388373911755823,,789.608935653824,3447.029646611794,,11995.0548143808
2012-10-26,3261,4,26,2665.0,2761.0,3253.0,3749.0,3509.0,3628.0,3649.0,2722.0,3271.0,3226.0,768.5321507046259,3297.6428571428573,3577.214285714286,3546.0333333333333,3659.383333333333,3788.4333333333334,776.6613553663761,3052.0579301523385,3214.3867980127825,-0.433883739117558,-0.433883739117558,,776.6613553663766,3390.507118702758,,11995.0548143808
2012-10-27,4214,5,27,3261.0,2433.0,4127.0,4910.0,4885.0,4092.0,4551.0,2570.0,2972.0,3238.4285714285716,786.0355923118007,3306.3571428571427,3565.1785714285716,3600.8333333333335,3680.0833333333335,3791.322222222222,763.3033962407342,3342.543447614254,3347.668558277745,-0.9749279121818236,-0.9749279121818236,,763.3033962407347,3332.193086217565,,11995.0548143808
2012-10-28,4512,6,28,4214.0,2665.0,4436.0,5083.0,5336.0,4652.0,4855.0,3649.0,2708.0,3249.285714285714,805.6150268140373,3296.3571428571427,3552.9285714285716,3629.6,3710.15,3805.3888888888887,781.2326511177124,3634.907585710691,3502.912750507379,-0.7818314824680299,-0.7818314824680299,,781.2326511177129,3410.4630630529055,,11995.0548143808
2012-10-29,3132,0,29,4512.0,3261.0,2899.0,2996.0,3907.0,3260.0,3792.0,4551.0,3042.0,3282.5714285714284,793.4517118562599,3287.214285714286,3529.3571428571427,3582.3,3711.65,3803.788888888889,766.3374223066378,3509.180689283018,3453.457717106395,0.0,0.0,,766.3374223066384,3345.438095646318,,11995.0548143808
2012-10-30,2819,1,30,3132.0,4214.0,2761.0,2829.0,3347.0,2767.0,3633.0,4855.0,3935.0,3290.8571428571427,787.3769593977756,3290.9285714285716,3500.285714285714,3514.4333333333334,3693.05,3794.6,739.4220335357592,3336.635516962264,3368.8633548255425,0.7818314824680298,0.7818314824680298,,739.4220335357596,3227.939244184515,,11995.0548143808
2012-10-31,2249,2,31,2819.0,4512.0,2433.0,2722.0,2997.0,2862.0,3453.0,3792.0,5253.0,3264.5714285714284,823.051812290269,3247.1428571428573,3457.285714285714,3463.0,3642.983333333333,3773.8888888888887,772.3792172064254,3064.7266377216974,3219.5482408488033,0.9749279121818236,0.9749279121818236,,772.379217206426,3371.8134888288573,,11995.0548143808
2012-11-01,3093,3,1,2249.0,3132.0,2665.0,2570.0,2948.0,2699.0,3154.0,3633.0,5170.0,3325.714285714286,786.1581084162276,3275.285714285714,3455.1071428571427,3445.0,3608.366666666667,3760.6555555555556,774.5699585509705,3071.794978291273,3202.675142068963,0.43388373911755823,0.43388373911755823,,774.5699585509709,3381.3771475233366,,11995.0548143808
2012-11-02,3802,4,2,3093.0,2819.0,3261.0,3649.0,3628.0,3253.0,3509.0,3453.0,4955.0,3403.0,805.0999937895967,3314.5,3465.5714285714284,3456.633333333333,3589.15,3748.266666666667,777.3102377732608,3254.346233718455,3282.5851231264346,-0.433883739117558,-0.433883739117558,,777.3102377732613,3393.339808142682,,11995.0548143808
2012-11-03,4726,5,3,3802.0,2249.0,4214.0,4551.0,4092.0,4127.0,4885.0,3154.0,3737.0,3476.1428571428573,907.7696896921692,3357.285714285714,3459.8928571428573,3509.0333333333333,3605.633333333333,3742.4444444444443,808.5631565690562,3622.2596752888417,3475.04044004291,-0.9749279121818236,-0.9749279121818236,,808.5631565690566,3529.7741020923236,,11995.0548143808
2012-11-04,4988,6,4,4726.0,3093.0,4512.0,4855.0,4652.0,4436.0,5336.0,3509.0,3236.0,3544.1428571428573,1010.3315344597615,3396.714285714286,3447.464285714286,3558.3333333333335,3634.8333333333335,3751.6,852.4586078871605,3963.694756466631,3676.768381370522,-0.7818314824680299,-0.7818314824680299,,852.4586078871608,3721.39924108549,,11995.0548143808
2012-11-05,3516,0,5,4988.0,3802.0,3132.0,3792.0,3260.0,2899.0,3907.0,4885.0,3107.0,3599.0,994.5253474229164,3440.785714285714,3433.5,3512.7,3641.65,3749.4333333333334,814.8018650631215,3851.7710673499732,3655.3325971877857,0.0,0.0,,814.8018650631219,3557.0091195352366,,11995.0548143808
2012-11-06,2890,1,6,3516.0,4726.0,2819.0,3633.0,2767.0,2761.0,3347.0,5336.0,3890.0,3609.1428571428573,985.5662380194522,3450.0,3417.1785714285716,3431.1666666666665,3624.983333333333,3739.722222222222,745.4936380465048,3611.32830051248,3553.288250896081,0.7818314824680298,0.7818314824680298,,745.4936380465053,3254.444770915557,,11995.0548143808
2012-11-07,3120,2,7,2890.0,4988.0,2249.0,3453.0,2862.0,2433.0,2997.0,3907.0,4630.0,3733.5714285714284,827.5405039720351,3499.0714285714284,3421.5714285714284,3404.9333333333334,3599.8166666666666,3734.5777777777776,742.0108714387751,3488.49622538436,3495.516484109937,0.9749279121818236,0.9749279121818236,,742.0108714387757,3239.2407892899782,,11995.0548143808
2012-11-08,3035,3,8,3120.0,3516.0,3093.0,3154.0,2699.0,2665.0,2948.0,3347.0,5473.0,3725.285714285714,835.2773420219434,3525.5,3424.6785714285716,3394.5333333333333,3559.1833333333334,3720.1,745.03120662867,3375.1221690382704,3434.1142862286124,0.43388373911755823,0.43388373911755823,,745.0312066286705,3252.426031341034,,11995.0548143808
2012-11-09,3738,4,9,3035.0,2890.0,3802.0,3509.0,3253.0,3261.0,3628.0,2997.0,3566.0,3716.1428571428573,834.647715820162,3559.5714285714284,3428.6071428571427,3419.233333333333,3562.05,3703.822222222222,743.6792821590775,3465.841626778703,3474.6323813981307,-0.433883739117558,-0.433883739117558,,743.6792821590781,3246.524219043525,,11995.0548143808
2012-11-10,4941,5,10,3738.0,3120.0,4726.0,4885.0,4127.0,4214.0,4092.0,2948.0,3128.0,3746.8571428571427,880.6892052196849,3611.5,3458.9285714285716,3485.6666666666665,3592.266666666667,3703.011111111111,787.8390056671295,3834.6312200840275,3670.1480638783796,-0.9749279121818236,-0.9749279121818236,,787.83900566713,3439.3030355501937,,11995.0548143808
2012-11-11,4648,6,11,4941.0,3035.0,4988.0,5336.0,4436.0,4512.0,4652.0,3628.0,2922.0,3698.285714285714,807.133758903634,3621.214285714286,3458.785714285714,3519.6666666666665,3621.0333333333333,3714.311111111111,815.7099439406599,4037.9734150630206,3800.5283220279293,-0.7818314824680299,-0.7818314824680299,,815.7099439406603,3560.973328488553,,11995.0548143808
2012-11-12,3408,0,12,4648.0,3738.0,3516.0,3907.0,2899.0,3132.0,3260.0,4092.0,3239.0,3682.8571428571427,812.2151661908815,3640.9285714285716,3464.0714285714284,3496.866666666667,3623.85,3712.311111111111,808.6900319752237,3880.4800612972654,3748.191212424206,0.0,0.0,,808.6900319752242,3530.32797536647,,11995.0548143808
2012-11-13,2798,1,13,3408.0,4941.0,2890.0,3347.0,2761.0,2819.0,2767.0,4652.0,3928.0,3669.714285714286,827.778294449613,3639.4285714285716,3465.1785714285716,3435.0666666666666,3605.016666666667,3707.0555555555557,787.9460831078827,3609.860045972949,3621.499050767645,0.7818314824680298,0.7818314824680298,,787.9460831078832,3439.77048101097,,11995.0548143808
2012-11-14,2409,2,14,2798.0,4648.0,3120.0,2997.0,2433.0,2249.0,2862.0,3260.0,4808.0,3568.1428571428573,942.1870706980026,3650.8571428571427,3449.0,3406.7,3565.0333333333333,3692.8555555555554,809.4897562769022,3309.6450344797117,3459.8325106652924,0.9749279121818236,0.9749279121818236,,809.4897562769027,3533.819163538902,,11995.0548143808
2012-11-15,2691,3,15,2409.0,3408.0,3035.0,2948.0,2665.0,3093.0,2699.0,2767.0,4990.0,3519.0,982.7285145620539,3622.1428571428573,3448.714285714286,3404.1666666666665,3526.7166666666667,3677.366666666667,811.676727025852,3154.983775859784,3357.3215092432533,0.43388373911755823,0.43388373911755823,,811.6767270258524,3543.3663617372868,,11995.0548143808
2012-11-16,3456,4,16,2691.0,2798.0,3738.0,3628.0,3261.0,3802.0,3253.0,2862.0,3187.0,3478.714285714286,978.0234684106066,3597.4285714285716,3455.964285714286,3423.9666666666667,3531.2,3656.6666666666665,805.2143635482199,3230.237831894838,3370.478641344153,-0.433883739117558,-0.433883739117558,,805.2143635482204,3515.1549807754773,,11995.0548143808
2012-11-17,4602,5,17,3456.0,2409.0,4941.0,4092.0,4214.0,4726.0,4127.0,2699.0,3167.0,3430.285714285714,898.7262679825897,3588.5714285714284,3472.9285714285716,3487.4,3555.116666666667,3646.011111111111,820.937378434154,3573.1783739211287,3534.681489164933,-0.9749279121818236,-0.9749279121818236,,820.9373784341544,3583.793639735252,,11995.0548143808
2012-11-18,4313,6,18,4602.0,2691.0,4648.0,4652.0,4512.0,4988.0,4436.0,3253.0,2872.0,3382.4285714285716,829.3147486816823,3540.3571428571427,3468.535714285714,3522.733333333333,3579.133333333333,3653.633333333333,833.2202976211107,3758.1337804408467,3638.4572906096087,-0.7818314824680299,-0.7818314824680299,,833.2202976211113,3637.414596480528,,11995.0548143808
2012-11-19,3271,0,19,4313.0,3456.0,3408.0,3260.0,3132.0,3516.0,2899.0,4127.0,2978.0,3362.8571428571427,830.2267619093508,3522.8571428571427,3481.8214285714284,3494.2,3584.016666666667,3652.211111111111,826.4429971789968,3636.350335330635,3589.4629851949944,0.0,0.0,,826.4429971789973,3607.828361455695,,11995.0548143808
2012-11-20,3452,1,20,3271.0,4602.0,2798.0,2767.0,2819.0,2890.0,2761.0,4436.0,3749.0,3456.285714285714,791.9847882137087,3563.0,3506.5,3461.4,3579.0666666666666,3656.2,807.0754184303221,3590.2627514979763,3571.134587168995,0.7818314824680298,0.7818314824680298,,807.0754184303225,3523.2793966260474,,11995.0548143808
2012-11-21,3709,2,21,3452.0,4313.0,2409.0,2862.0,2249.0,3120.0,2433.0,2899.0,4910.0,3642.0,644.0843630043133,3605.0714285714284,3552.0714285714284,3488.4,3559.05,3663.4555555555557,801.1391286463746,3619.9470636234823,3589.516642213129,0.9749279121818236,0.9749279121818236,,801.1391286463751,3497.3645849361296,,11995.0548143808
2012-11-22,2000,3,22,3709.0,3271.0,2691.0,2699.0,3093.0,3035.0,2665.0,2761.0,5083.0,3543.285714285714,837.9160089741962,3531.1428571428573,3528.3214285714284,3463.0333333333333,3507.6666666666665,3646.4444444444443,836.2439209957198,3214.960297717612,3377.581089918045,0.43388373911755823,0.43388373911755823,,836.2439209957201,3650.6141930679637,,11995.0548143808
2012-11-23,2310,4,23,2000.0,3452.0,3456.0,3253.0,3802.0,3738.0,3261.0,2433.0,2996.0,3379.5714285714284,960.76165222232,3429.1428571428573,3494.3571428571427,3458.9333333333334,3496.233333333333,3618.3777777777777,841.7515782819934,2988.7202232882087,3235.2369445956388,-0.433883739117558,-0.433883739117558,,841.7515782819937,3674.657814019951,,11995.0548143808
2012-11-24,2869,5,24,2310.0,3709.0,4602.0,4127.0,4726.0,4941.0,4214.0,2665.0,2829.0,3132.0,803.7089025262902,3281.1428571428573,3446.3214285714284,3465.733333333333,3496.9,3594.9444444444443,835.9205098874961,2958.790167466156,3186.405351982887,-0.9749279121818236,-0.9749279121818236,,835.9205098874966,3649.202345218031,,11995.0548143808
2012-11-25,3509,6,25,2869.0,2000.0,4313.0,4436.0,4988.0,4648.0,4512.0,3261.0,2722.0,3017.1428571428573,649.4498770938052,3199.785714285714,3410.5,3474.0,3510.016666666667,3597.588888888889,835.0518464184684,3096.3426255996173,3229.4179717185025,-0.7818314824680299,-0.7818314824680299,,835.0518464184688,3645.410203823142,,11995.0548143808
2012-11-26,2829,0,26,3509.0,2310.0,3271.0,2899.0,3516.0,3408.0,3132.0,4214.0,2570.0,2954.0,642.1001998650082,3158.4285714285716,3399.6785714285716,3427.8333333333335,3514.3333333333335,3596.0,831.0052111265833,3029.506969199713,3176.0289088227023,0.0,0.0,,831.0052111265838,3627.744659285449,,11995.0548143808
2012-11-27,2582,1,27,2829.0,2869.0,3452.0,2761.0,2890.0,2798.0,2819.0,4512.0,3649.0,2829.714285714286,613.1893982247714,3143.0,3391.214285714286,3363.5,3496.55,3594.6,818.7958673648707,2917.6302268997842,3096.8250543130084,0.7818314824680298,0.7818314824680298,,818.795867364871,3574.4448952985454,,11995.0548143808
2012-11-28,2293,2,28,2582.0,3509.0,3709.0,2433.0,3120.0,2409.0,2249.0,3132.0,4551.0,2627.4285714285716,497.4082351358643,3134.714285714286,3392.785714285714,3335.5333333333333,3458.9166666666665,3586.277777777778,841.002838706649,2761.472670174838,2989.6483804046075,0.9749279121818236,0.9749279121818236,,841.0028387066493,3671.389199143314,,11995.0548143808
2012-11-29,2199,3,29,2293.0,2829.0,2000.0,2665.0,3035.0,2691.0,3093.0,2819.0,4855.0,2655.8571428571427,459.8399825198239,3099.5714285714284,3360.8571428571427,3314.866666666667,3414.65,3566.988888888889,861.5018055230869,2620.8545026311285,2884.2285963506597,0.43388373911755823,0.43388373911755823,,861.5018055230872,3760.877226887913,,11995.0548143808
2012-11-30,2999,4,30,2199.0,2582.0,2310.0,3261.0,3738.0,3456.0,3802.0,2249.0,3792.0,2754.285714285714,447.0327036082021,3066.9285714285716,3332.1785714285716,3339.866666666667,3401.4333333333334,3541.9444444444443,840.121614075474,2715.390876973346,2899.531450170572,-0.433883739117558,-0.433883739117558,,840.1216140754744,3667.5422221249128,,11995.0548143808
2012-12-01,4949,5,1,2999.0,2293.0,2869.0,4214.0,4941.0,4602.0,4726.0,3093.0,3633.0,3051.4285714285716,947.3281475009777,3091.714285714286,3340.1428571428573,3401.733333333333,3423.366666666667,3539.488888888889,888.2735650894825,3273.7931577300096,3172.7939234811624,-0.9749279121818236,-0.9749279121818236,,888.2735650894829,3877.7490665422033,,11995.0548143808
2012-12-02,3916,6,2,4949.0,2199.0,3509.0,4512.0,4648.0,4313.0,4988.0,3802.0,3453.0,3109.5714285714284,991.5502772834902,3063.3571428571427,3301.8571428571427,3405.5333333333333,3431.0833333333335,3527.9444444444443,890.28649915334,3434.344868297507,3271.8880670170074,-0.7818314824680299,-0.7818314824680299,,890.2864991533404,3886.536509390791,,11995.0548143808
2012-12-03,3664,0,3,3916.0,2999.0,2829.0,3132.0,3408.0,3271.0,3516.0,4726.0,3154.0,3228.8571428571427,1002.3388363508393,3091.4285714285716,3307.1428571428573,3370.133333333333,3439.5833333333335,3527.133333333333,856.4415044675908,3491.7586512231305,3324.1696580814064,0.0,0.0,,856.4415044675912,3738.786534937179,,11995.0548143808
2012-12-04,2899,1,4,3664.0,4949.0,2582.0,2819.0,2798.0,3452.0,2890.0,4988.0,3509.0,3274.1428571428573,975.0320385456506,3051.9285714285716,3307.464285714286,3300.5,3429.4166666666665,3523.3888888888887,803.6614379802916,3343.568988417348,3267.480370337219,0.7818314824680298,0.7818314824680298,,803.661437980292,3508.375700260879,,11995.0548143808
2012-12-05,2721,2,5,2899.0,3916.0,2293.0,2249.0,2409.0,3709.0,3120.0,3516.0,4885.0,3335.285714285714,914.811586117736,2981.3571428571427,3293.214285714286,3274.0,3393.35,3519.1,809.3972214363996,3187.926741313011,3194.616320958923,0.9749279121818236,0.9749279121818236,,809.3972214364001,3533.4152036491973,,11995.0548143808
2012-12-06,3009,3,6,2721.0,3664.0,2199.0,3093.0,2691.0,2000.0,3035.0,2890.0,5336.0,3451.0,789.8174894661895,3053.4285714285716,3292.285714285714,3277.9666666666667,3354.5666666666666,3509.311111111111,807.7403339727658,3143.1950559847583,3169.8674781644,0.43388373911755823,0.43388373911755823,,807.7403339727663,3526.182078553524,,11995.0548143808
